,grayscale_ent,grayscale_ent_devN2,grayscale_std,grayscale_std_devN2,grayscale_skew,grayscale_skew_devN2,saturation_ent,saturation_ent_devN2,saturation_std,saturation_std_devN2,saturation_skew,saturation_skew_devN2,labels,file_names
0,5.26781340191367,2.5638357737819795,10.798874386659666,15.020420767919173,0.6449321824153763,1.3643675957313794,4.39472293346692,0.37101717848472693,5.171815753467842,1.2941145197708435,-0.4789454439531321,1.0243836250249285,0,_PBD_1_120sp_x100_2 [Published].jpg
1,4.359081419241204,1.6070782682173472,5.248438496903912,5.015395395165786,0.6019252123459606,1.3926261124082493,4.107911571336712,0.573400424452153,4.192273340269425,1.5450079200322682,-0.23753265871620471,0.45231484023300306,0,_PBD_1_120sp_x10_1 [Published].jpg
2,4.956898745094754,2.231513680309625,8.369717221119792,10.598138013124284,0.5410091935413195,1.1483050094032023,3.926317858365945,0.2981789212890659,3.6900450167217125,0.7594039983968206,0.14004845221171486,0.3931115377307077,0,_PBD_1_160sp_x10_1 [Published].jpg
3,4.5823837293404095,1.909423349622752,6.197278364267214,6.765927107288066,0.5447333773972689,1.374370445247494,3.9184084935057513,0.4815592653017158,3.6795133461632044,1.1321096150606416,-0.2483835048722516,0.5867674589441955,0,_PBD_1_80sp_x10_1 [Published].jpg
4,5.719185586555939,0.701357717409439,17.178882265883033,7.283422537462093,2.2555166617537767,0.2651027020130178,6.340742970776049,0.2363351208644815,19.858715636664147,3.346035793890213,0.16219361680405017,0.1787255307480204,1,_PBD_1_120sp_2h80C_x10_1 [Published].jpg
5,5.300727677335892,1.2347732013905806,16.800288101383952,10.067034923244279,3.299148514105336,3.3778648382412984,5.90428592992387,0.6833667941159116,15.847085693282384,8.232683938437008,0.8282550035344467,0.9344552303866581,1,_PBD_1_120sp_2h80C_x10_2 [Published].jpg
6,5.152841638153315,0.7784915308466217,11.975445181050665,6.485857802946753,3.3619806423107925,2.456155941180418,5.9051998324758435,0.43670558614364213,14.724566559299856,4.809693466813539,0.4026464543517333,0.31629074823075326,1,_PBD_1_120sp_30min100C_x10_1 [Published].jpg
7,6.231841170773685,1.3488325287611032,21.234382961069574,14.948352964220172,1.3664452557915139,1.8901988878836649,6.046057931485434,1.5396310570090832,16.624220064671572,12.403815580102188,0.04839998798741681,2.494511640464785,1,_PBD_1_160sp_19h80C_x10_3 [Published].jpg
8,6.68742017141312,0.6466596319606641,25.936830639407034,10.490245525023791,0.34047340897993633,0.32485990579215857,6.358461446763409,0.4727125287187048,21.477556489460532,4.725164910193077,0.10919807933377047,0.9340471562439508,1,_PBD_1_160sp_2h100C_x10_3 [Published].jpg
9,5.896347095699931,0.6224129372890017,16.922148147141254,8.266835607339168,1.1623309504736372,0.9956496238943376,5.420186307314352,1.0506314343071719,12.431338409938753,5.76428275205662,-0.49073235349558675,1.7329857853575459,1,_PBD_1_160sp_2h80C_x10_3 [Published].jpg
10,5.12373917070484,0.8594981933254373,11.150230056889322,5.7288180890456,2.350283818217837,3.0066985707407294,4.933593089260645,1.0565181869112805,8.389836062701912,4.779635388895074,1.4430656048512274,4.5030615196545885,1,_PBD_1_160sp_30m80C_x10_3 [Published].jpg
11,5.285380532738421,1.446995033633417,11.680962870778735,9.399053196973696,1.6501007060293422,2.967969129529272,4.855119279050687,1.2035915620636004,7.902048587866091,5.095830038341392,1.3391603002302397,4.501790711161235,1,_PBD_1_160sp_30m80C_x10_4 [Published].jpg
12,5.765381400411807,1.275121791248481,16.48921660615133,11.081379134651044,1.753978652243404,1.7200680029006867,5.829285620611932,0.2680324948534188,13.989037903494918,2.9768634306221373,0.35731696371668753,0.559676638803618,1,_PBD_1_160sp_6h100C_x10_1 [Published].jpg
13,5.923459462973456,0.682184390794933,18.141655194644795,8.139703363911632,1.1927137418667426,1.4455708543290269,5.685420354103454,0.7657636304754507,13.025292226602357,7.095818628483734,0.751573588209719,0.7168306026859591,1,_PBD_1_160sp_6h100C_x10_3 [Published].jpg
14,5.977523056727185,0.9829020772072846,17.631574538744157,13.752757084632494,1.4100536266985013,1.793969745748532,5.1750470528272325,0.5945787175354498,12.863073206003806,3.940228033553142,-2.6242937417097942,1.0245604085260949,1,_PBD_1_80sp_2h80C_x10_1 [Published].jpg
15,6.332557566251829,1.5956988767626794,26.21252514059058,30.205862210777738,1.5871366353464698,1.2713984751164504,6.3750648371803,0.3577589790027882,21.080234496090913,6.729887321365611,0.2080257591140618,0.40459863368610416,2,_PBD_1_120sp_20m100C_x10_4 [Published].jpg
16,6.840900070341805,0.9362717655055068,35.27830164747043,17.283030243144072,0.6407399684583992,1.5553023567911493,6.522402696563047,0.24228748734979733,24.035607956512255,4.424607662080441,-0.0125382275879436,0.36492791444035894,2,_PBD_1_120sp_2h100C_x10_3 [Published].jpg
17,6.392958613659298,1.0303524758187848,24.394331004039138,14.035039254811839,1.1043113226617933,0.7158857288003816,6.464899478266594,0.16297875036767998,23.242204016644052,3.6055068412741758,-0.03913929998994173,0.36109721877194767,2,_PBD_1_120sp_2h100C_x10_4 [Published].jpg
18,6.530500676666108,0.8290679765604367,24.060830143188998,14.17168792925755,0.7078385644541217,0.6408262191060529,6.410536429143076,0.35375640139668246,21.57770240427971,4.049517832376422,0.18728994764032778,0.537261355529429,2,_PBD_1_160sp_2h100C_x10_2 [Published].jpg
19,6.715782336582959,0.5871790304719989,27.37590734743075,11.351975435138948,0.4462745590707514,0.6258976958811555,6.432734517416702,0.6413034057754674,24.40021008968682,11.529311151878833,0.7472142634125268,1.0903332998567041,2,_PBD_1_160sp_30min100C_x10_3 [Published].jpg
20,6.621133574156298,1.228809641600588,33.15740250491659,11.195554250459596,1.078040107460346,1.427260785058329,6.072656313971554,0.4003220549543344,17.234902993099652,3.9674385525939053,0.2929900867928231,0.6285503542028149,2,_PBD_1_80sp_10m100C_x10_3 [Published].jpg
21,6.626212841152122,1.0493372721237955,29.063305846199142,15.634319731395223,0.9016435224503813,0.9144157716228497,6.019893929056484,0.39823289547793156,17.20152666823364,3.7287154548154953,-0.11052907925890713,0.6238854622269441,2,_PBD_1_80sp_10m100C_x10_4 [Published].jpg
22,6.668047352614637,1.3203799638747444,30.309667022662122,32.54740488348688,1.0820425511538803,2.1982323752307797,5.926584187283998,0.6334646168769072,17.057058470438907,6.53956329442727,-1.1019678852978638,1.6256537543677418,2,_PBD_1_80sp_19h80C_30m125C_x10_4 [Published].jpg
23,6.78605038381776,0.6794662299446017,29.618338513753322,7.404163775441907,0.42888492266612976,0.9976499301585717,6.187029642135458,0.25860384627350214,20.030779312224475,2.429371304034674,-0.8220055850345952,0.7303096755870141,2,_PBD_1_80sp_19h80C_30m125C_x10_5 [Published].jpg
24,6.325159803433231,0.47425949124212236,23.741439476916216,11.911098493294386,1.642543632577509,1.4296084657078607,5.719715200919054,0.5008773699299364,16.94696437343105,5.717146630930123,-1.7483589329464537,0.79045417427441,2,_PBD_1_80sp_20m100C_x10_2 [Published].jpg
